id,text,intent
2051,Which columns are in the dataset?,show_columns
2052,List records with gender less than 297,filter_condition
2053,Arrange the table based on name lowest first,sort_ascending
2054,Sort by age in descending order,sort_descending
2055,What is the total of status?,aggregate_sum
2056,What is the average score?,aggregate_average
2057,Number of rows in the data,count_rows
2058,What fields are present?,show_columns
2059,List records with quantity less than 289,filter_condition
2060,Order the results by gender from smallest to largest,sort_ascending
2061,Arrange gender in reverse order,sort_descending
2062,Get the total sum for status,aggregate_sum
2063,Show mean of city,aggregate_average
2064,Count total entries,count_rows
2065,What fields are present?,show_columns
2066,List records with name less than 442,filter_condition
2067,Order the results by city from smallest to largest,sort_ascending
2068,Arrange country in reverse order,sort_descending
2069,Get the total sum for quantity,aggregate_sum
2070,What is the average salary?,aggregate_average
2071,Count total entries,count_rows
2072,List all headers,show_columns
2073,Display entries where name equals 126,filter_condition
2074,Sort the data by city in ascending order,sort_ascending
2075,Arrange country in reverse order,sort_descending
2076,Sum up the values in quantity,aggregate_sum
2077,Show mean of score,aggregate_average
2078,Number of rows in the data,count_rows
2079,Which columns are in the dataset?,show_columns
2080,List records with city less than 657,filter_condition
2081,Order the results by city from smallest to largest,sort_ascending
2082,Arrange city in reverse order,sort_descending
2083,What is the total of name?,aggregate_sum
2084,Calculate average of city,aggregate_average
2085,How many records are there?,count_rows
2086,What fields are present?,show_columns
2087,List records with name less than 243,filter_condition
2088,Order the results by age from smallest to largest,sort_ascending
2089,Sort by age in descending order,sort_descending
2090,Get the total sum for quantity,aggregate_sum
2091,What is the average price?,aggregate_average
2092,Number of rows in the data,count_rows
2093,List all headers,show_columns
2094,Display entries where gender equals 510,filter_condition
2095,Arrange the table based on country lowest first,sort_ascending
2096,List by salary from high to low,sort_descending
2097,Sum up the values in quantity,aggregate_sum
2098,Calculate average of name,aggregate_average
2099,Number of rows in the data,count_rows
2100,What fields are present?,show_columns
2101,Show all rows where score is greater than 345,filter_condition
2102,Sort the data by gender in ascending order,sort_ascending
2103,Sort by gender in descending order,sort_descending
2104,Get the total sum for quantity,aggregate_sum
2105,What is the average price?,aggregate_average
2106,How many records are there?,count_rows
2107,List all headers,show_columns
2108,Display entries where name equals 589,filter_condition
2109,Arrange the table based on city lowest first,sort_ascending
2110,Sort by name in descending order,sort_descending
2111,Get the total sum for salary,aggregate_sum
2112,Show mean of salary,aggregate_average
2113,Count total entries,count_rows
2114,What fields are present?,show_columns
2115,List records with country less than 576,filter_condition
2116,Order the results by city from smallest to largest,sort_ascending
2117,List by score from high to low,sort_descending
2118,What is the total of score?,aggregate_sum
2119,Show mean of gender,aggregate_average
2120,Number of rows in the data,count_rows
2121,What fields are present?,show_columns
2122,Display entries where name equals 628,filter_condition
2123,Order the results by age from smallest to largest,sort_ascending
2124,Sort by age in descending order,sort_descending
2125,Sum up the values in country,aggregate_sum
2126,Calculate average of age,aggregate_average
2127,Number of rows in the data,count_rows
2128,What fields are present?,show_columns
2129,List records with price less than 185,filter_condition
2130,Order the results by salary from smallest to largest,sort_ascending
2131,List by city from high to low,sort_descending
2132,Sum up the values in name,aggregate_sum
2133,Show mean of city,aggregate_average
2134,How many records are there?,count_rows
2135,What fields are present?,show_columns
2136,Display entries where gender equals 274,filter_condition
2137,Arrange the table based on quantity lowest first,sort_ascending
2138,Sort by status in descending order,sort_descending
2139,Get the total sum for age,aggregate_sum
2140,Calculate average of country,aggregate_average
2141,Count total entries,count_rows
2142,List all headers,show_columns
2143,Display entries where gender equals 618,filter_condition
2144,Arrange the table based on city lowest first,sort_ascending
2145,Sort by price in descending order,sort_descending
2146,What is the total of gender?,aggregate_sum
2147,Calculate average of price,aggregate_average
2148,Count total entries,count_rows
2149,List all headers,show_columns
2150,List records with status less than 572,filter_condition
2151,Sort the data by salary in ascending order,sort_ascending
2152,Arrange gender in reverse order,sort_descending
2153,Get the total sum for quantity,aggregate_sum
2154,Calculate average of country,aggregate_average
2155,Count total entries,count_rows
2156,What fields are present?,show_columns
2157,List records with name less than 669,filter_condition
2158,Arrange the table based on price lowest first,sort_ascending
2159,Sort by name in descending order,sort_descending
2160,Sum up the values in gender,aggregate_sum
2161,What is the average status?,aggregate_average
2162,Number of rows in the data,count_rows
2163,What fields are present?,show_columns
2164,List records with quantity less than 793,filter_condition
2165,Order the results by price from smallest to largest,sort_ascending
2166,Sort by price in descending order,sort_descending
2167,Sum up the values in status,aggregate_sum
2168,Show mean of status,aggregate_average
2169,How many records are there?,count_rows
2170,What fields are present?,show_columns
2171,Show all rows where age is greater than 838,filter_condition
2172,Order the results by score from smallest to largest,sort_ascending
2173,Sort by country in descending order,sort_descending
2174,Sum up the values in score,aggregate_sum
2175,Calculate average of status,aggregate_average
2176,Count total entries,count_rows
2177,What fields are present?,show_columns
2178,Display entries where name equals 517,filter_condition
2179,Arrange the table based on city lowest first,sort_ascending
2180,Arrange gender in reverse order,sort_descending
2181,Get the total sum for country,aggregate_sum
2182,Show mean of score,aggregate_average
2183,How many records are there?,count_rows
2184,Which columns are in the dataset?,show_columns
2185,Display entries where score equals 356,filter_condition
